text,label
"dont search love, let love find u. thats why its called falling in love, bcoz u dont force yourself, u just fall and u know there is smeone to hold u.. bslvyl",0
"says that he's quitting at least5times a day so i wudn't take much notice of that. nah, she didn't mind. are you gonna see him again? do you want to come to taunton tonight? u can tell me all about !",0
we're on the opposite side from where we dropped you off,0
it took mr owl 3 licks,0
from here after the performance award is calculated every two month.not for current one month period..,0
"ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online, you arrange shipping and you get a cut. or u?? for a partnership where u?? invest money for shipping and he takes care of the rest!u??wud b self reliant soon dnt worry",0
if we win its really no 1 side for long time.,0
pls tell nelson that the bb's are no longer comin. the money i was expecting aint coming,0
hey girl. how r u? hope u r well me an del r bak! again long time no c! give me a call sum time from lucyxx,0
haha.. dont be angry with yourself.. take it as a practice for the real thing. =),0
"as usual..iam fine, happy &amp; doing well..:)",0
"k, makes sense, btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas",0
friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8,0
ee msg na poortiyagi odalebeku: hanumanji 7 name 1-hanuman 2-bajarangabali 3-maruti 4-pavanaputra 5-sankatmochan 6-ramaduth 7-mahaveer ee 7 name &lt;#&gt; janarige ivatte kalisidare next saturday olage ondu good news keluviri..! maretare inde 1 dodda problum nalli siguviri idu matra &lt;#&gt; % true.. don't neglet.,0
guessin you ain't gonna be here before 9?,0
someonone you know is trying to contact you via our dating service! to find out who it could be call from your mobile or landline <phone> box334sk38ch,1
"oh.. haha.. den we shld had went today too.. gee, nvm la.. kaiez, i dun mind goin jazz oso.. scared hiphop open cant catch up..",0
when can ü come out?,0
"height of confidence: all the aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. aftr they sat they wer told dat the plane ws made by their students. dey all hurried out of d plane.. bt only 1 didnt move.. he said:""if it is made by my students,this wont even start.. datz confidence..",0
ok lor ü reaching then message me.,0
your salary of <amount> has been credited to a/c xx4921 on 24-sep-2026. avl bal: <amount> . - state bank of india,0
"aight will do, thanks again for comin out",0
i am going to bed now prin,0
where are you ? you said you would be here when i woke .. :-(,0
yeah my usual guy's out of town but there're definitely people around i know,0
you all ready for * big day tomorrow?,0
i bought the test yesterday. its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. but pls pls dont fret. i know u r worried. pls relax. also is there anything in ur past history u need to tell me?,0
yeah if we do have to get a random dude we need to change our info sheets to party &lt;#&gt; /7 never study just to be safe,0
yeah it's jus rite..,0
free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates ww. <url> pobox 36504 w45wq norm150p/tone 16+,1
gam gone after outstanding innings.,0
i'll let you know when it kicks in,0
feel like trying kadeem again? :v,0
"nope, i'm still in the market",0
esplanade lor. where else..,0
"ya ok, then had dinner?",0
"xmas offer! latest motorola, sonyericsson & nokia & free bluetooth or dvd! double mins & 100 txt on orange. call mobileupd8 on <phone> or call2optout/4qf2",1
ü ready then call me..,0
dont hesitate. you know this is the second time she has had weakness like that. so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0
even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0
"look at amy ure a beautiful, intelligent woman and i like u a lot. i know u dont like me like that so dont worry.",0
ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! but you can call me there.xx,0
"""boo babe! u enjoyin yourjob? u seemed 2 b gettin on well hunny!hope ure ok?take care & illspeak 2u soonlots of loveme xx.""",0
"sir, i need velusamy sir's date of birth and company bank facilities details.",0
yes its possible but dint try. pls dont tell to any one k,0
ok lor..,0
no plans yet. what are you doing ?,0
aathi..where are you dear..,0
urgent! you have won a 1 week free membership in our <amount> prize jackpot! txt the word: claim to no: 81010 t&c ww. <url> lccltd pobox 4403ldnw1a7rw18,1
havent still waitin as usual.. ü come back sch oredi?,0
dear umma she called me now :-),0
"i‘ll leave around four, ok?",0
i have printed it oh. so &lt;#&gt; come upstairs,0
"sorry da thangam, very very sorry i am held up with prasad.",0
you sure your neighbors didnt pick it up,0
urgent! you have won a 1 week free membership in our <amount> prize jackpot! txt the word: claim to no: 81010 t&c ww. <url> lccltd pobox 4403ldnw1a7rw18,1
ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! love me xx,0
he needs to stop going to bed and make with the fucking dealing,0
staff of placement training in amrita college.,0
"wiskey brandy rum gin beer vodka scotch shampain wine ""kudi""yarasu dhina vaazhthukkal. ..",0
it to 80488. your 500 free text messages are valid until 31 december 2005.,1
not a lot has happened here. feels very quiet. beth is at her aunts and charlie is working lots. just me and helen in at the mo. how have you been?,0
just sleeping..and surfing,0
no problem. we will be spending a lot of quality time together..,0
ard 530 like dat lor. we juz meet in mrt station then ü dun haf to come out.,0
am new 2 club & dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area <phone> reply promised carlie x calls <amount> /minmobsmore lkpobox177hp51fl,1
or remind me in a few hrs.,0
anything lar then ü not going home 4 dinner?,0
it certainly puts things into perspective when something like this happens,0
"haha, just what i was thinkin",0
"i'm not sure, i was just checking out what was happening around the area",0
so there's a ring that comes with the guys costumes. it's there so they can gift their future yowifes. hint hint,0
"shop till u drop, is it you, either 10k, 5k, <amount> cash or <amount> travel voucher, call now, <phone> . ntt po box cr01327bt fixedline cost 150ppm mobile vary",1
if you r @ home then come down within 5 min,0
message:some text missing* sender:name missing* *number missing *sent:date missing *missing u a lot thats y everything is missing sent via fullonsms.com,0
it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.,0
do u noe how 2 send files between 2 computers?,0
aiyar sorry lor forgot 2 tell u..,0
nokia phone is lovly..,0
"now, whats your house # again ? and do you have any beer there ?",0
or ü go buy wif him then i meet ü later can?,0
love that holiday monday feeling even if i have to go to the dentists in an hour,0
ew are you one of them?,0
did u find out what time the bus is at coz i need to sort some stuff out.,0
&lt;decimal&gt; m but its not a common car here so its better to buy from china or asia. or if i find it less expensive. i.ll holla,0
"say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..",0
genius what's up. how your brother. pls send his number to my skype.,0
then ur physics get a-?,0
**free message**thanks for using the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare <phone>,1
i called and said all to him:)then he have to choose this future.,0
everybody had fun this evening. miss you.,0
hhahhaahahah rofl wtf nig was leonardo in your room or something,0
"dude. what's up. how teresa. hope you have been okay. when i didnt hear from these people, i called them and they had received the package since dec &lt;#&gt; . just thot you'ld like to know. do have a fantastic year and all the best with your reading. plus if you can really really bam first aid for usmle, then your work is done.",0
"paypal alert: you sent a payment of <amount> usd to coinbase inc. if this was not authorized, dispute charge at <url>",1
our records indicate u maybe entitled to <amount> in compensation for the accident you had. to claim 4 free reply with claim to this msg. 2 stop txt stop,1
jordan got voted out last nite!,0
still in the area of the restaurant. ill try to come back soon,0
detroit. the home of snow. enjoy it.,0
"the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. i'm nervous because of course now he may have my address. should i call his boss and tell him, knowing this may get him fired?",0
"perhaps * is much easy give your account identification, so i will tomorrow at uni",0
i will lick up every drop :) are you ready to use your mouth as well?,0
ok. but i finish at 6.,0
"not really dude, have no friends i'm afraid :(",0
been up to ne thing interesting. did you have a good birthday? when are u wrking nxt? i started uni today.,0
that's ok. i popped in to ask bout something and she said you'd been in. are you around tonght wen this girl comes?,0
y dun cut too short leh. u dun like ah? she failed. she's quite sad.,0
lmao you know me so well..,0
die.. now i have e toot fringe again..,0
"sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",0
u know we watchin at lido?,0
okie,0
even i cant close my eyes you are in me our vava playing umma :-d,0
ill be there on &lt;#&gt; ok.,0
ok.. ur typical reply..,0
"i just lov this line: ""hurt me with the truth, i don't mind,i wil tolerat.bcs ur my someone.. but, never comfort me with a lie"" gud ni8 and sweet dreams",0
white fudge oreos are in stores,0
can a not?,0
i don't want you to leave. but i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0
"house-maid is the murderer, coz the man was murdered on &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..",0
"final chance! claim ur <amount> worth of discount vouchers today! text yes to 85023 now! savamob, member offers mobile! t cs savamob pobox84, m263uz. <amount> subs 16",1
i want to be inside you every night..,0
i am not sure about night menu. . . i know only about noon menu,0
ok.,0
sounds great! are you home now?,0
went to pay rent. so i had to go to the bank to authorise the payment.,0
ü only send me the contents page..,0
"sir goodmorning, once free call me.",0
oh dang! i didn't mean o send that to you! lol!,0
i'm in chennai velachery:),0
goodmorning sleeping ga.,0
"download as many ringtones as u like no restrictions, 100s 2 choose. u can even send 2 yr buddys. txt sir to 80082 <amount>",1
what year. and how many miles.,0
:-( sad puppy noise,0
no need lar i go engin? cos my sis at arts today..,0
"cmon babe, make me horny, *turn* me on! txt me your fantasy now babe -) im hot, sticky and need you now. all replies cost <amount> . 2 cancel send stop",1
im just wondering what your doing right now?,0
dear good morning how you feeling dear,0
are you in castor? you need to see something,0
my stomach has been thru so much trauma i swear i just can't eat. i better lose weight.,0
private! your 2004 account statement for <phone> shows 786 unredeemed bonus points. to claim call <phone> identifier code: 45239 expires,1
10 min later k..,0
"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng",0
"k i'm leaving soon, be there a little after 9",0
let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in world..gnun - sent via way2sms.com,0
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on <phone>,1
"depends on quality. if you want the type i sent boye, faded glory, then about 6. if you want ralphs maybe 2",0
alert: your sim card will be deactivated within 24 hours due to non-verification. click <url> to submit aadhaar details.,1
"spjanuary male sale! hot gay chat now cheaper, call <phone> . national rate from 1.5p/min cheap to 7.8p/min peak! to stop texts call <phone> (10p/min)",1
i not free today i haf 2 pick my parents up tonite..,0
how's it going? got any exciting karaoke type activities planned? i'm debating whether to play football this eve. feeling lazy though.,0
from 88066 lost <amount> help,1
but i have to. i like to have love and arrange.,0
if u dun drive then how i go 2 sch.,0
the current leading bid is 151. to pause this auction send out. customer care: <phone>,1
sorry i've not gone to that place. i.ll do so tomorrow. really sorry.,0
think you sent the text to the home phone. that cant display texts. if you still want to send it his number is,0
ard 530 lor. i ok then message ü lor.,0
"beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" good night",0
prabha..i'm soryda..realy..frm heart i'm sory,0
looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company i could head in earlier-we were goin to meet in rummer.,0
1 i don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,0
u can call now..,0
er mw im filled tuth is aight,0
i am waiting machan. call me once you free.,0
congrats! nokia 3650 video camera phone is your call <phone> calls cost 150ppm ave call 3mins vary from mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx,1
cancel cheyyamo?and get some money back?,0
did either of you have any idea's? do you know of anyplaces doing something?,0
can not use foreign stamps in this country. good lecture .,0
no no. i will check all rooms befor activities,0
"yeah, give me a call if you've got a minute",0
sounds like there could be a lot of time spent in that chastity device boy .. *grins* .. or take your beatings like a good dog. going to lounge in a nice long bath now ?,0
from next month get upto 50% more calls 4 ur standard network charge 2 activate call 906110010 c <url> 1st4terms pobox84 m26 3uz cost <amount> min mobcudb more,1
ha.. both of us doing e same thing. but i got tv 2 watch. u can thk of where 2 go tonight or u already haf smth in mind..,0
"rose needs water, season needs change, poet needs imagination..my phone needs ur sms and i need ur lovely frndship forever..",0
urgent!: your mobile no. was awarded a <amount> bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call <phone> box95qu,1
ü go home liao? ask dad to pick me up at 6..,0
"i got another job! the one at the hospital doing data analysis or something, starts on monday! not sure when my thesis will got finished",0
how i noe.. she's in da car now.. later then c lar.. i'm wearing shorts..,0
sary just need tim in the bollox &it hurt him a lot so he tol me!,0
how many licks does it take to get to the center of a tootsie pop?,0
aight well keep me informed,0
get ur 1st ringtone free now! reply to this msg with tone. gr8 top 20 tones to your phone every week just <amount> per wk 2 opt out send stop <phone> 16,1
i meant as an apology from me for texting you to get me drugs at &lt;#&gt; at night,0
you know there is. i shall speak to you in &lt;#&gt; minutes then,0
"yo, you gonna still be in stock tomorrow/today? i'm trying to get a dubsack",0
no b4 thursday,0
hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time <phone> janinexx calls <amount> /minmobsmorelkpobox177hp51fl,1
oh is it? send me the address,0
i got a call from a landline number. . . i am asked to come to anna nagar . . . i will go in the afternoon,0
don't forget who owns you and who's private property you are .. and be my good boy always .. *passionate kiss*,0
"0a$networks allow companies to bill for sms, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. b. g.",1
"good afternoon, my love ! any job prospects ? are you missing me ? what do you do ? are you being lazy and bleak, hmm ? or happy and filled with my love ?",0
"christmas is an occasion that is celebrated as a reflection of ur.. values.., desires.., affections..&amp; traditions.. have an ideal christmas..",0
ok going to sleep. hope i can meet her.,0
"thursday night? yeah, sure thing, we'll work it out then",0
"night sweet, sleep well! i've just been to see the exorcism of emily rose and may never sleep again! hugs and snogs!",0
i'm done. c ü there.,0
sun ah.. thk mayb can if dun have anythin on.. thk have to book e lesson.. e pilates is at orchard mrt u noe hor..,0
i not at home now lei..,0
"jay told me already, will do",0
did u got that persons story,0
great news! call freefone 080063447 to claim your guaranteed <amount> cash or <amount> gift. speak to a live operator now!,1
maybe if you woke up before fucking 3 this wouldn't be a problem.,0
<phone> urgent! this is the 2nd attempt to contact u!u have won <amount> call <phone> b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. max <amount> . 50,1
"excellent, i'll see what riley's plans are",0
(that said can you text him one more time?),0
i have many dependents,0
"wishing you and your family merry ""x"" mas and happy new year in advance..",0
may i call you later pls,0
i cant pick the phone right now. pls send a message,0
yes! the only place in town to meet exciting adult singles is now in the uk. txt chat to 86688 now! 150p/msg.,1
it's justbeen overa week since we broke up and already our brains are going to mush!,0
my no. in luton <phone> ring me if ur around! h*,0
leave it wif me lar.. ü wan to carry meh so heavy.. is da num 98321561 familiar to ü?,0
ding me on ya break fassyole! blacko from londn,0
omg it could snow here tonite!,0
i dont have that much image in class.,0
im late tellmiss im on my way,0
urgent! call <phone> from landline. your complimentary 4* tenerife holiday or <amount> cash await collection sae t&cs box 528 hp20 1yf 150ppm 18+,1
at home by the way,0
i'm working technical support :)voice process.networking field.,0
aft i finish my lunch then i go str down lor. ard 3 smth lor. u finish ur lunch already?,0
ok. she'll be ok. i guess,0
we not watching movie already. xy wants 2 shop so i'm shopping w her now.,0
did he just say somebody is named tampa,0
oh.. lk tt den we take e one tt ends at cine lor.. dun wan yogasana oso can..,0
k.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,0
and i don't plan on staying the night but i prolly won't be back til late,0
i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person. i'll make a trip to ptbo for that. i hope everything is good with you babe and i love ya :),0
we tried to contact you re your reply to our offer of a video handset? 750 anytime any networks mins? unlimited text? camcorder? reply or call <phone> now,1
hmm:)how many players selected?,0
private! your 2003 account statement for shows 800 un-redeemed s.i.m. points. call <phone> identifier code: 49557 expires 26/11/04,1
"beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" goodmorning",0
"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship"".. good morning dear",0
sac will score big hundred.he is set batsman:-),0
"if i let you do this, i want you in the house by 8am.",0
do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call <phone> now or reply for delivery tomorrow,1
why do you ask princess?,0
hey next sun 1030 there's a basic yoga course.. at bugis.. we can go for that.. pilates intro next sat.. tell me what time you r free,0
"the gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0
today is accept day..u accept me as? brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,0
and whenever you and i see we can still hook up too.,0
ya but it cant display internal subs so i gotta extract them,0
beautiful truth : expression of the face could be seen by everyone.. but the depression of heart could be understood only by the loved ones.. gud ni8;-),0
shuhui say change 2 suntec steamboat? u noe where? where r u now?,0
lol! oops sorry! have fun.,0
wot student discount can u get on books?,0
"sorry, i can't help you on this.",0
what you doing?how are you?,0
can you plz tell me the ans. bslvyl sent via fullonsms.com,0
"your one-time password (otp) for logging into your hdfc bank account is 482910. do not share this otp with anyone, including bank officials.",0
"lol .. oh no babe, i wont be sliding into your place after midnight, but thanks for the invite",0
"yes, princess. are you going to make me moan?",0
ok then i'll let him noe later n ask him call u tmr..,0
when ü login dat time.. dad fetching ü home now?,0
my supervisor find 4 me one lor i thk his students. i havent ask her yet. tell u aft i ask her.,0
"""im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?""",0
call me when you get the chance plz &lt;3,0
"crypto giveaway: elon musk is giving away 5,00 eth! send 0.1 eth to verify wallet and receive 1.0 eth back instantly at <url>",1
no need to say anything to me. i know i am an outsider,0
thanks for loving me so. you rock,0
"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship"".. good morning dear",0
"""are you comingdown later?""",0
does uncle timi help in clearing cars,0
winner! as a valued network customer you hvae been selected to receive a <amount> reward! to collect call <phone> . valid 24 hours only. acl03530150pm,1
do you think i can move &lt;#&gt; in a week,0
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? this msg is free recd msgs 150p inc vat 2 cancel text stop,1
"you can stop further club tones by replying ""stop mix"" see my-tone.com/enjoy. html for terms. club tones cost <amount> /week. mfl, po box 1146 mk45 2wt (2/3)",1
o i played smash bros &lt;#&gt; religiously.,0
"today is sorry day.! if ever i was angry with you, if ever i misbehaved or hurt you? plz plz just slap urself bcoz, its ur fault, i'm basically good",0
meanwhile in the shit suite: xavier decided to give us &lt;#&gt; seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. also i don't think doug realizes i don't live here anymore,0
no i don't have cancer. moms making a big deal out of a regular checkup aka pap smear,0
what about this one then.,0
guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on <phone> from landline datebox1282essexcm61xn 150p/min 18,1
ü still attending da talks?,0
"i can make it up there, squeezed &lt;#&gt; bucks out of my dad",0
"sorry,in meeting i'll call later",0
i'm doing da intro covers energy trends n pros n cons.. brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0
you do what all you like,0
as per your request 'maangalyam (alaipayuthe)' has been set as your callertune for all callers. press *9 to copy your friends callertune,0
on the way to office da..,0
just sing hu. i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. even things like choosing a phone plan require guidance. when in doubt ask especially girls.,0
