text,label
"hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0
thnx dude. u guys out 2nite?,0
"funny fact nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife natural disasters just happens",0
will do. have a good day,0
"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there.",0
can u get 2 phone now? i wanna chat 2 set up meet call me now on <phone> u can cum here 2moro luv jane xx calls <amount> /minmoremobsemspobox45po139wa,1
forgot to tell ü smth.. can ü like number the sections so that it's clearer..,0
urgent! please call <phone> from landline. your abta complimentary 4* tenerife holiday or #500 cash await collection sae t&cs box 326 cw25wx 150 ppm,1
lol or i could just starve and lose a pound by the end of the day.,0
going on nothing great.bye,0
"oops - am at my mum's in somerset.. bit far! back tomo, see you soon x",0
"eerie nokia tones 4u, rply tone title to 8007 eg tone dracula to 8007 titles: ghost, addamsfa, munste <amount> exorcist, twilight ww. <url> pobox36504w45wq 150p",1
yo theres no class tmrw right?,0
hello hun how ru? its here by the way. im good. been on 2 dates with that guy i met in walkabout so far. we have to meet up soon. hows everyone else?,0
"""ah poor baby!hope urfeeling bettersn luv! probthat overdose of work hey go careful spk 2 u sn lots of lovejen xx.""",0
raji..pls do me a favour. pls convey my birthday wishes to nimya. pls. today is her birthday.,0
ok,0
o shore are you takin the bus,0
k do i need a login or anything,0
"wa, ur openin sentence very formal.. anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight..haha.. so anythin special happened?",0
no i'm in the same boat. still here at my moms. check me out on yo. i'm half naked.,0
<forwarded from 8877>free entry into our <amount> weekly comp just send the word enter to 8877 now. 18 t&c ww.textcomp.com,1
i think i am disturbing her da,0
u sleeping now.. or you going to take? haha.. i got spys wat.. me online checking n replying mails lor..,0
hey so this sat are we going for the intro pilates only? or the kickboxing too?,0
then any special there?,0
money i have won wining number 946 wot do i do next,1
no dear i was sleeping :-p,0
sex up ur mobile with a free sexy pic of jordan! just text babe to 88600. then every wk get a sexy celeb! <url> 4 more pics. 16 <amount> /wk 087016248,1
now thats going to ruin your thesis!,0
see you there!,0
we have all rounder:)so not required:),0
k..k:)why cant you come here and search job:),0
k k pa had your lunch aha.,0
oh k. . i will come tomorrow,0
"haha good to hear, i'm officially paid and on the market for an 8th",0
"i'm done. i'm sorry. i hope your next space gives you everything you want. remember all the furniture is yours. if i'm not around when you move it, just lock all the locks and leave the key with jenne.",0
ok cool. see ya then.,0
keep yourself safe for me because i need you and i miss you already and i envy everyone that see's you in real life,0
freemsg: fancy a flirt? reply date now & join the uks fastest growing mobile dating service. msgs rcvd just 25p to optout txt stop to 83021. reply date now!,1
sent me ur email id soon,0
do well :)all will for little time. thing of good times ahead:,0
win a year supply of cds 4 a store of ur choice worth <amount> & enter our <amount> weekly draw txt music to 87066 ts&cs ww.ldew.com.subs16+1win150ppmx3,1
warner village 83118 c colin farrell in swat this wkend @warner village & get 1 free med. popcorn!just show <email> 4-7/12. c t&c @kiosk. reply sony 4 mre film offers,1
"hi ya babe x u 4goten bout me?' scammers getting smart..though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. other nos used also. beware!",1
i will reach before ten morning,0
"well, i'm glad you didn't find it totally disagreeable .. lol",0
i dont thnk its a wrong calling between us,0
"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship"".. good morning dear",0
reason is if the team budget is available at last they buy the unsold players for at base rate..,0
should i be stalking u?,0
"dont pack what you can buy at any store.like cereals. if you must pack food, pack gari or something 9ja that you will miss.",0
"congrats! 2 mobile 3g videophones r yours. call <phone> now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm",1
1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,1
"urgent! your mobile no 077xx won a <amount> bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call <phone> asap! box97n7qp, 150ppm",1
surely result will offer:),0
private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call <phone> identifier code: 42810 expires 29/10/0,1
someone has contacted our dating service and entered your phone because they fancy you! to find out who it is call from a landline <phone> . pobox12n146tf150p,1
hey we can go jazz power yoga hip hop kb and yogasana,0
geek squad: auto-renewal of geek protection plan ( <amount> ) charged to your card. call +1-88-99-0123 within 24 hours for full refund.,1
or ill be a little closer like at the bus stop on the same street,0
yar he quite clever but aft many guesses lor. he got ask me 2 bring but i thk darren not so willing 2 go. aiya they thk leona still not attach wat.,0
pls help me tell ashley that i cant find her number oh,0
ok good then i later come find ü.. c lucky i told ü to go earlier.. later pple take finish ü no more again..,0
she's fine. sends her greetings,0
"well, i have to leave for my class babe .. you never came back to me .. :-( .. hope you have a nice sleep, my love",0
hey leave it. not a big deal:-) take care.,0
haf u found him? i feel so stupid da v cam was working.,0
i tagged my friends that you seemed to count as your friends.,0
he dint tell anything. he is angry on me that why you told to abi.,0
is ur lecture over?,0
its a big difference. &lt;#&gt; versus &lt;#&gt; every &lt;#&gt; hrs,0
u r a winner u ave been specially selected 2 receive <amount> cash or a 4* holiday (flights inc) speak to a live operator 2 claim <phone> p/min (18 ),1
"alright, i'll make sure the car is back tonight",0
yes. please leave at &lt;#&gt; . so that at &lt;#&gt; we can leave,0
i've sent my wife your text. after we buy them she'll tell you what to do. so just relax. we should go get them this wkend.,0
nite..,0
oh shut it. omg yesterday i had a dream that i had 2 kids both boys. i was so pissed. not only about the kids but them being boys. i even told mark in my dream that he was changing diapers cause i'm not getting owed in the face.,0
you are a winner u have been specially selected 2 receive <amount> cash or a 4* holiday (flights inc) speak to a live operator 2 claim <phone>,1
how do you plan to manage that,0
your brother is a genius,0
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0
ok.. sweet dreams..,0
100's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. can u 4fil theirs? text cute to 69911( <amount> p. m),1
no probs hon! how u doinat the mo?,0
lol its ok i didn't remember til last nite,0
gudnite..tc..practice going on,0
winner!! as a valued network customer you have been selected to receivea <amount> prize reward! to claim call <phone> . claim code kl341. valid 12 hours only.,1
dear we are going to our rubber place,0
you have to pls make a note of all she.s exposed to. also find out from her school if anyone else was vomiting. is there a dog or cat in the house? let me know later.,0
u r the most beautiful girl ive ever seen. u r my baby come and c me in the common room,0
yup i thk so until e shop closes lor.,0
i know you are serving. i mean what are you doing now.,0
aathi..where are you dear..,0
"yeah i think my usual guy's still passed out from last night, if you get ahold of anybody let me know and i'll throw down",0
wot u up 2 j?,0
"double mins and txts 4 6months free bluetooth on orange. available on sony, nokia motorola phones. call mobileupd8 on <phone> or call2optout/n9dx",1
check wid corect speling i.e. sarcasm,0
"you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a <amount> prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+",1
"lol, oh you got a friend for the dog ?",0
"no i'm good for the movie, is it ok if i leave in an hourish?",0
smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling!!,0
no message..no responce..what happend?,0
"watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?",0
"new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!",0
my uncles in atlanta. wish you guys a great semester.,0
dude just saw a parked car with its sunroof popped up. sux,0
ok.,0
i think u have the wrong number.,0
check audrey's status right now,0
and how's your husband.,0
if he started searching he will get job in few days.he have great potential and talent.,0
gud mrng dear have a nice day,0
"aight, text me tonight and we'll see what's up",0
"win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit ww. <url>",1
"sir, you will receive the account no another 1hr time. sorry for the delay.",0
not directly behind.. abt 4 rows behind ü..,0
k tell me anything about you.,0
have you always been saying welp?,0
oooh i got plenty of those!,0
"lets use it next week, princess :)",0
i'm serious. you are in the money base,0
"and that is the problem. you walk around in ""julianaland"" oblivious to what is going on around you. i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. it's not that you don't know why i'm upset--it's that you don't listen when i tell you what is going to upset me. then you want to be surprised when i'm mad.",0
gud ni8 dear..slp well..take care..swt dreams..muah..,0
mm i had my food da from out,0
cheers for the card .. is it that time of year already?,0
"i sent you the prices and do you mean the &lt;#&gt; g,",0
"em, its olowoyey@ usc.edu have a great time in argentina. not sad about secretary, everything is a blessing",0
dude while were makin those weirdy brownies my sister made awesome cookies. i took pics.,0
we'll you pay over like &lt;#&gt; yrs so its not too difficult,0
a <amount> xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a <amount> reward. just call <phone>,1
ok ill tell the company,0
ok..take care.umma to you too..,0
aah bless! how's your arm?,0
"""hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? katexx""",0
your monthly electricity bill of <amount> for consumer #98214 is due on 28th sep. pay via official mobile app or electricity board website.,0
no screaming means shouting..,0
or better still can you catch her and let ask her if she can sell &lt;#&gt; for me.,0
you see the requirements please,0
try neva mate!!,0
neft transaction with reference number &lt;#&gt; for rs. &lt;decimal&gt; has been credited to the beneficiary account on &lt;#&gt; at &lt;time&gt; : &lt;#&gt;,0
ok set let u noe e details later..,0
hurry home. soup is done!,0
cold. dont be sad dear,0
"if you don't, your prize will go to another customer. t&c at ww. <url> 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back if busy",1
i want &lt;#&gt; rs da:)do you have it?,0
pls come quick cant bare this.,0
i think asking for a gym is the excuse for lazy people. i jog.,0
"y cant u try new invention to fly..i'm not joking.,",0
you are not bothering me but you have to trust my answers. pls.,0
"oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",0
pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,0
super msg da:)nalla timing.,0
freemsg>fav xmas tones!reply real,1
well good morning mr . hows london treatin' ya treacle?,0
"good afternoon, my love .. how goes your day ? how did you sleep ? i hope your well, my boytoy .. i think of you ..",0
raviyog peripherals bhayandar east,0
"oh rite. well im with my best mate pete, who i went out with 4 a week+ now were 2geva again. its been longer than a week.",0
i have lost 10 kilos as of today!,0
ummaah many many happy returns of d day my dear sweet heart.. happy birthday dear,0
ok.. c ya..,0
natalja (25/f) is inviting you to be her friend. reply yes-440 or no-440 see her: ww.sms.ac/u/nat27081980 stop? send stop frnd to 62468,1
its a great day. do have yourself a beautiful one.,0
dont think so. it turns off like randomlly within 5min of opening,0
cool. i am &lt;#&gt; inches long. hope you like them big!,0
ok. every night take a warm bath drink a cup of milk and you'll see a work of magic. you still need to loose weight. just so that you know,0
happy birthday.. may u find ur prince charming soon n dun work too hard..,0
bought one ringtone and now getting texts costing 3 pound offering more tones etc,1
daddy will take good care of you :),0
k..u also dont msg or reply to his msg..,0
"yes, i'm small kid.. and boost is the secret of my energy..",0
sms services for your inclusive text credits pls gotto ww. <url> login 3qxj9 unsubscribe with stop no extra charge help <phone> comuk.220cm2 9ae,1
sac needs to carry on:),0
i have no money 4 steve mate! !,0
"1) go to write msg 2) put on dictionary mode 3)cover the screen with hand, 4)press &lt;#&gt; . 5)gently remove ur hand.. its interesting..:)",0
mind blastin.. no more tsunamis will occur from now on.. rajnikant stopped swimming in indian ocean..:-d,0
"well, i meant as opposed to my drunken night of before",0
they don't put that stuff on the roads to keep it from getting slippery over there?,0
nope i'll come online now..,0
otherwise had part time job na-tuition..,0
me sef dey laugh you. meanwhile how's my darling anjie!,0
yes ammae..life takes lot of turns you can only sit and try to hold the steering..,0
yup i thk cine is better cos no need 2 go down 2 plaza mah.,0
"nice. wait..should you be texting right now? i'm not gonna pay your ticket, ya know!",0
pick you up bout 7.30ish? what time are and that going?,0
"sorry, i'll call later",0
ard 515 like dat. y?,0
quite late lar.. ard 12 anyway i wun b drivin..,0
"hi shanil,rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. excellent service by dino and prem.",0
yeah i'll try to scrounge something up,0
"as a sim subscriber, you are selected to receive a bonus! get it delivered to your door, txt the word ok to no: 88600 to claim. 150p/msg, exp. 30apr",1
hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch! thanx but u wait til nxt time il ave ya,0
oh for fuck's sake she's in like tallahassee,0
"haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think i could swing by in like an hour?",0
"when people see my msgs, they think iam addicted to msging.. they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl",0
"storming msg: wen u lift d phne, u say ""hello"" do u knw wt is d real meaning of hello?? . . . it's d name of a girl..! . . . yes.. and u knw who is dat girl?? ""margaret hello"" she is d girlfrnd f grahmbell who invnted telphone.. . . . . moral:one can 4get d name of a person, bt not his girlfrnd.. g o o d n i g h t . . .@",0
ur cash-balance is currently <amount> - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: <phone> hg/suite342/2lands row/w1j6hl,1
yep then is fine 7.30 or 8.30 for ice age.,0
"just dropped em off, omw back now",0
"what part of ""don't initiate"" don't you understand",0
no. i dont want to hear anything,0
"yep, by the pretty sculpture",0
s.this will increase the chance of winning.,0
wat r u doing?,0
i cant pick the phone right now. pls send a message,0
sat right? okay thanks..,0
text her. if she doesnt reply let me know so i can have her log in,0
bring tat cd don forget,0
i got a call from a landline number. . . i am asked to come to anna nagar . . . i will go in the afternoon,0
k..k:)why cant you come here and search job:),0
let me know when you've got the money so carlos can make the call,0
what today-sunday..sunday is holiday..so no work..,0
hey tmr maybe can meet you at yck,0
future is not what we planned for tomorrow..! it is the result of what we do today..! do the best in present.. enjoy the future.,0
oh ya.. got hip hop open. haha i was thinking can go for jazz then zoom to cine.. actually tonight i'm free leh.. and there's a kb lesson tonight,0
"ever green quote ever told by jerry in cartoon ""a person who irritates u always is the one who loves u vry much but fails to express it..!..!! :-) :-) gud nyt",0
for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,0
"she is our sister.. she belongs 2 our family.. she is d hope of tomorrow.. pray 4 her,who was fated 4 d shoranur train incident. lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. pls join in dis chain &amp; pass it. stop violence against women.",0
get ready to put on your excellent sub face :),0
yo sorry was in the shower sup,0
how r ü going to send it to me?,0
what your plan for pongal?,0
lol .. have you made plans for new years?,0
"indians r poor but india is not a poor country. says one of the swiss bank directors. he says that "" &lt;#&gt; lac crore"" of indian money is deposited in swiss banks which can be used for 'taxless' budget for &lt;#&gt; yrs. can give &lt;#&gt; crore jobs to all indians. from any village to delhi 4 lane roads. forever free power suply to more than &lt;#&gt; social projects. every citizen can get monthly &lt;#&gt; /- for &lt;#&gt; yrs. no need of world bank &amp; imf loan. think how our money is blocked by rich politicians. we have full rights against corrupt politicians. itna forward karo ki pura india padhe.g.m.""",0
get ready for &lt;#&gt; inches of pleasure..,0
bugis oso near wat..,0
much better now thanks lol,0
sorry da thangam.it's my mistake.,0
are you not around or just still asleep? :v,0
cool. we will have fun practicing making babies!,0
at 4. let's go to bill millers,0
talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.,1
ever thought about living a good life with a perfect partner? just txt back name and age to join the mobile community. (100p/sms),1
bring home some wendy =d,0
is ur paper today in e morn or aft?,0
he telling not to tell any one. if so treat for me hi hi hi,0
will it help if we propose going back again tomorrow,0
in xam hall boy asked girl tell me the starting term for dis answer i can den manage on my own after lot of hesitation n lookin around silently she said the! intha ponnungale ipaditan;),0
you have 1 new voicemail. please call <phone> .,1
long time. you remember me today.,0
i'm home. ard wat time will u reach?,0
i think just yourself ..thanks and see you tomo,0
better. made up for friday and stuffed myself like a pig yesterday. now i feel bleh. but at least its not writhing pain kind of bleh.,0
"do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!",0
msg me when rajini comes.,0
neva mind it's ok..,0
k. did you call me just now ah?,0
i'll be late..,0
congrats ! treat pending.i am not on mail for 2 days.will mail once thru.respect mother at home.check mails.,0
"aight i've been set free, think you could text me blake's address? it occurs to me i'm not quite as sure what i'm doing as i thought i was",0
argh why the fuck is nobody in town ;_;,0
hi its in durban are you still on this number,0
yes watching footie but worried we're going to blow it - phil neville?,0
"she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake..n my wife,",0
slept? i thinkthis time ( &lt;#&gt; pm) is not dangerous,0
"if you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",0
i will reach ur home in &lt;#&gt; minutes,0
i am getting threats from your sales executive shifad as i raised complaint against him. its an official message.,0
reading gud habit.. nan bari hudgi yorge pataistha ertini kano:-),0
"&lt;#&gt; , that's all? guess that's easy enough",0
ok lor. i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0
i sent your maga that money yesterday oh.,0
now got tv 2 watch meh? u no work today?,0
i am joining today formally.pls keep praying.will talk later.,0
no need lar. jus testing e phone card. dunno network not gd i thk. me waiting 4 my sis 2 finish bathing so i can bathe. dun disturb u liao u cleaning ur room.,0
"fr'ndship is like a needle of a clock. though v r in d same clock, v r nt able 2 met. evn if v meet,itz only 4few seconds. bt v alwys stay conected. gud 9t;-)",0
thank you. do you generally date the brothas?,0
"get the door, i'm here",0
y de asking like this.,0
"yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. can you just please find some other way to get what you wanted us to get. please forgive me. you can reply free via yahoo messenger.",0
thing r good thanx got exams in march ive done no revision? is fran still with boyf? ive gotta interviw 4 exeter bit worried!x,0
be happy there. i will come after noon,0
hi darlin how was work did u get into trouble? ijust talked to your mum all morning! i had a really good time last night im goin out soon but call me if u can,0
free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or <amount> cash every wk. txt vpod to 81303 ts&cs ww. <url> custcare <phone> .,1
"""for the most sparkling shopping breaks from 45 per person; call <phone> or visit ww. <url>",1
no da. . vijay going to talk in jaya tv,0
so i asked how's anthony. dad. and your bf,0
no de.am seeing in online shop so that i asked.,0
urgent please call <phone> from landline. <amount> cash or a luxury 4* canary islands holiday await collection. t&cs sae award. 20m12aq. 150ppm. 16+ “,1
yeah just open chat and click friend lists. then make the list. easy as pie,0
hi petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,0
i am not having her number sir,0
those were my exact intentions,0
i wil be there with in &lt;#&gt; minutes. got any space,0
"i'm used to it. i just hope my agents don't drop me since i've only booked a few things this year. this whole me in boston, them in nyc was an experiment.",0
this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to <email>,1
hey i've booked the pilates and yoga lesson already.. haha,0
"""cheers for callin babe.sozi culdnt talkbut i wannatell u details later wenwecan chat properly x""",0
also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong &gt;:(,0
hows the champ just leaving glasgow!,0
buy space invade <amount> a chance 2 win orig arcade game console. press 0 for games arcade (std wap charge) see <url> 4 terms + settings. no purchase,1
joy's father is john. then john is the __ of joy's father. if u ans ths you hav &lt;#&gt; iq. tis s ias question try to answer.,0
i want to be there so i can kiss you and feel you next to me,0
how long does it take to get it.,0
still i have not checked it da. . .,0
ok..,0
"six chances to win cash! from 100 to <amount> txt> csh11 and send to 87575. cost 150p/day, 6days, 16+ tsandcs apply reply hl 4 info",1
"until 545 lor.. ya, can go 4 dinner together..",0
lol well don't do it without me. we could have a big sale together.,0
ok.. thanx.. gd nite 2 ü too..,0
do u want 2 meet up 2morro,0
you have won a guaranteed 3200 award or maybe even <amount> cash to claim ur award call free on 0800 .. (18+). its a legitimat efreefone number wat do u think??,1
"sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. i cant come to meet u, but can send my care as msg to u. gud evng",0
can't. i feel nauseous. i'm so pissed. i didn't eat any sweets all week cause today i was planning to pig out. i was dieting all week. and now i'm not hungry :/,0
book which lesson? then you msg me.. i will call up after work or sth.. i'm going to get specs. my membership is px3748,0
can you do online transaction?,0
today is accept day..u accept me as? brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,0
"living is very simple.. loving is also simple.. laughing is too simple.. winning is too simple.. but, being 'simple' is very difficult..;-) :-)",0
then just eat a shit and wait for ur monkey face bitch.. u asshole..,0
